COURSE COD,COURSE TITLE,CREDITS,SLOT,EMPLOYEE NAME
BENG101P,Technical English Communication Lab,1,L29+L30,DWIJA BAI A K
BENG101P,Technical English Communication Lab,1,L45+L46,SUSHANT KISHORE
BENG101P,Technical English Communication Lab,1,L29+L30,VARSHA K
BENG101P,Technical English Communication Lab,1,L27+L28,SANKAR G
BENG101P,Technical English Communication Lab,1,L57+L58,MEENU B
BENG101P,Technical English Communication Lab,1,L15+L16,MEERA B
BENG101P,Technical English Communication Lab,1,L27+L28,AJANTA SIRCAR
BENG101P,Technical English Communication Lab,1,L51+L52,SENGUTTUVAN M
BENG101P,Technical English Communication Lab,1,L11+L12,ANIL PREMRAJ J
BENG101P,Technical English Communication Lab,1,L41+L42,G CHRISTOPHER
BENG101P,Technical English Communication Lab,1,L43+L44,VIJAYAKUMAR M
BENG101P,Technical English Communication Lab,1,L5+L6,THENMOZHI M
BENG101P,Technical English Communication Lab,1,L1+L2,SENTHIL BABU M K
BENG101P,Technical English Communication Lab,1,L31+L32,RAJU R.L.N
BENG101P,Technical English Communication Lab,1,L15+L16,MD. SAHUL HAMEED M A
BENG101P,Technical English Communication Lab,1,L45+L46,VIJAYALAKSHMI S
BENG101P,Technical English Communication Lab,1,L57+L58,SREEJITH VARMA R
BENG101P,Technical English Communication Lab,1,L57+L58,LAXMI DHAR DWIVEDI
BENG101P,Technical English Communication Lab,1,L13+L14,SOUMEN MUKHERJEE
BENG101P,Technical English Communication Lab,1,L9+L10,GAYATHRI N
BENG101P,Technical English Communication Lab,1,L51+L52,VISHNU PRIYA N.S
BENG101P,Technical English Communication Lab,1,L7+L8,CHRISTOPHER RAJASEKARAN W
BENG101P,Technical English Communication Lab,1,L33+L34,ABHIK MUKHERJEE
BENG101P,Technical English Communication Lab,1,L41+L42,THENMOZHI M
BENG101P,Technical English Communication Lab,1,L11+L12,GANDHIMATHI S.N.S
BENG101P,Technical English Communication Lab,1,L31+L32,PRAJEESH TOMY
BENG101P,Technical English Communication Lab,1,L19+L20,EVANGELINE PRISCILLA B
BENG101P,Technical English Communication Lab,1,L21+L22,SARASWATHY S
BENG101P,Technical English Communication Lab,1,L41+L42,SUSHANT KISHORE
BENG101P,Technical English Communication Lab,1,L53+L54,PRASANTHA KUMAR N.S
BENG101P,Technical English Communication Lab,1,L3+L4,VISHNU PRIYA N.S
BENG101P,Technical English Communication Lab,1,L31+L32,VARSHA K
BENG101P,Technical English Communication Lab,1,L7+L8,SENTHIL BABU M K
BENG101P,Technical English Communication Lab,1,L43+L44,PREETHA R
BENG101P,Technical English Communication Lab,1,L5+L6,SENGUTTUVAN M
BENG101P,Technical English Communication Lab,1,L35+L36,GAYATHRI N
BENG101P,Technical English Communication Lab,1,L11+L12,SNEHA MISHRA
BENG101P,Technical English Communication Lab,1,L1+L2,SARASWATHY S
BENG101P,Technical English Communication Lab,1,L39+L40,VISHNU PRIYA N.S
BENG101P,Technical English Communication Lab,1,L59+L60,SARAVANAN V
BENG101P,Technical English Communication Lab,1,L41+L42,RUKMINI S
BENG101P,Technical English Communication Lab,1,L55+L56,VIJAYAKUMAR M
BENG101P,Technical English Communication Lab,1,L29+L30,SANGEETA MUKHERJEE
BENG101P,Technical English Communication Lab,1,L45+L46,BHUVANESWARI V
BENG101P,Technical English Communication Lab,1,L15+L16,SUNITHA V
BENG101P,Technical English Communication Lab,1,L13+L14,MEENU B
BENG101P,Technical English Communication Lab,1,L49+L50,MEERA B
BENG101P,Technical English Communication Lab,1,L21+L22,KARTHIKEYAN J
BENG101P,Technical English Communication Lab,1,L19+L20,ANBURAJ G
BENG101P,Technical English Communication Lab,1,L47+L48,ANITHA DEVI V
BENG101P,Technical English Communication Lab,1,L53+L54,SNEHA MISHRA
BENG101P,Technical English Communication Lab,1,L53+L54,JOBIN MATHEW KANJIRAKKAT
BENG101P,Technical English Communication Lab,1,L7+L8,SUGANTHAN  C
BENG101P,Technical English Communication Lab,1,L27+L28,SUNITHA V
BENG101P,Technical English Communication Lab,1,L15+L16,MATHUMATHY S
BENG101P,Technical English Communication Lab,1,L15+L16,VIJAYALAKSHMI S
BENG101P,Technical English Communication Lab,1,L35+L36,SNEHA MISHRA
BENG101P,Technical English Communication Lab,1,L59+L60,PREETHA R
BENG101P,Technical English Communication Lab,1,L51+L52,SANKAR G
BENG101P,Technical English Communication Lab,1,L23+L24,ANU BAISEL
BENG101P,Technical English Communication Lab,1,L47+L48,VARSHA K
BENG101P,Technical English Communication Lab,1,L1+L2,SENGUTTUVAN M
BENG101P,Technical English Communication Lab,1,L19+L20,PREETHA R
BENG101P,Technical English Communication Lab,1,L47+L48,SENTHIL BABU M K
BENG101P,Technical English Communication Lab,1,L37+L38,DWIJA BAI A K
BENG101P,Technical English Communication Lab,1,L51+L52,SUGANTHAN  C
BENG101P,Technical English Communication Lab,1,L29+L30,YADAMALA SREENIVASULU
BENG101P,Technical English Communication Lab,1,L35+L36,ANIL PREMRAJ J
BENG101P,Technical English Communication Lab,1,L5+L6,G CHRISTOPHER
BENG101P,Technical English Communication Lab,1,L55+L56,MEENAKSHI S
BENG101P,Technical English Communication Lab,1,L23+L24,NAGESWARI  R
BENG101P,Technical English Communication Lab,1,L49+L50,SUNITHA V
BPHY101L,Engineering Physics,3,D1+TD1,SRIDHAR S
BPHY101L,Engineering Physics,3,D2+TD2,SRIDHAR S
BPHY101L,Engineering Physics,3,D1+TD1,SHOBANA M K
BPHY101L,Engineering Physics,3,D2+TD2,SHOBANA M K
BPHY101L,Engineering Physics,3,D1+TD1,EZHIL VIZHI R
BPHY101L,Engineering Physics,3,D2+TD2,SUBRAMANIAM C.K
BPHY101L,Engineering Physics,3,D1+TD1,RUBAN KUMAR A
BPHY101L,Engineering Physics,3,A1+TA1,USHA RANI M
BPHY101L,Engineering Physics,3,A2+TA2,USHA RANI M
BPHY101L,Engineering Physics,3,B1+TB1,USHA RANI M
BPHY101L,Engineering Physics,3,A1+TA1,ANUSHA P T
BPHY101L,Engineering Physics,3,A2+TA2,ANUSHA P T
BPHY101L,Engineering Physics,3,A1+TA1,SANDEEP CHAKRABORTY
BPHY101L,Engineering Physics,3,A2+TA2,SANDEEP CHAKRABORTY
BPHY101L,Engineering Physics,3,B1+TB1,SANDEEP CHAKRABORTY
BPHY101L,Engineering Physics,3,A1+TA1,SURESH KUMAR VANDRANGI
BPHY101L,Engineering Physics,3,A2+TA2,SURESH KUMAR VANDRANGI
BPHY101L,Engineering Physics,3,B2+TB2,SURESH KUMAR VANDRANGI
BPHY101L,Engineering Physics,3,A1+TA1,JAGADEESH SURE
BPHY101L,Engineering Physics,3,A2+TA2,JAGADEESH SURE
BPHY101L,Engineering Physics,3,B1+TB1,JAGADEESH SURE
BPHY101L,Engineering Physics,3,A1+TA1,ABHISHEK KUMAR SINGH
BPHY101L,Engineering Physics,3,A2+TA2,ABHISHEK KUMAR SINGH
BPHY101L,Engineering Physics,3,B2+TB2,ABHISHEK KUMAR SINGH
BPHY101L,Engineering Physics,3,A1+TA1,MALATHI M
BPHY101L,Engineering Physics,3,A2+TA2,MALATHI M
BPHY101L,Engineering Physics,3,A1+TA1,SATHYA SWAROOP N.R
BPHY101L,Engineering Physics,3,A2+TA2,SATHYA SWAROOP N.R
BPHY101L,Engineering Physics,3,A1+TA1,ANURADHA C
BPHY101L,Engineering Physics,3,A2+TA2,ANURADHA C
BPHY101L,Engineering Physics,3,A1+TA1,KURAGANTI VASU
BPHY101L,Engineering Physics,3,A2+TA2,KURAGANTI VASU
BPHY101L,Engineering Physics,3,B1+TB1,JOSEPH NATHANAEL A
BPHY101L,Engineering Physics,3,B2+TB2,DHANOJ GUPTA
BPHY101L,Engineering Physics,3,B1+TB1,UMA MAHENDRA KUMAR K
BPHY101L,Engineering Physics,3,B2+TB2,UMA MAHENDRA KUMAR K
BPHY101L,Engineering Physics,3,B1+TB1,SAMIR RANJAN MEHER
BPHY101L,Engineering Physics,3,B2+TB2,SAMIR RANJAN MEHER
BPHY101L,Engineering Physics,3,B1+TB1,MURALI R
BPHY101L,Engineering Physics,3,B2+TB2,MURALI R
BPHY101L,Engineering Physics,3,B1+TB1,KRISHNA CHANDAR N
BPHY101L,Engineering Physics,3,B2+TB2,KRISHNA CHANDAR N
BPHY101L,Engineering Physics,3,B1+TB1,BALAKRISHNAN S
BPHY101L,Engineering Physics,3,B2+TB2,SENTHUR PANDI R
BPHY101L,Engineering Physics,3,B1+TB1,KALAINATHAN S
BPHY101L,Engineering Physics,3,B2+TB2,KALAINATHAN S
BPHY101L,Engineering Physics,3,E1+TE1,KRISHNAMOORTHI C
BPHY101L,Engineering Physics,3,E2+TE2,KRISHNAMOORTHI C
BPHY101L,Engineering Physics,3,E1+TE1,DHANOJ GUPTA
BPHY101L,Engineering Physics,3,E2+TE2,DHANOJ GUPTA
BPHY101L,Engineering Physics,3,E1+TE1,RAJAN BABU D
BPHY101L,Engineering Physics,3,E2+TE2,RAJAN BABU D
BPHY101L,Engineering Physics,3,E1+TE1,MADHURI W
BPHY101L,Engineering Physics,3,E2+TE2,MADHURI W
BPHY101L,Engineering Physics,3,E1+TE1,ANKUR RASTOGI
BPHY101L,Engineering Physics,3,E2+TE2,ANKUR RASTOGI
BPHY101L,Engineering Physics,3,E1+TE1,VIJAYA CHAMUNDEESWARI S P
BPHY101L,Engineering Physics,3,E2+TE2,VIJAYA CHAMUNDEESWARI S P
BPHY101L,Engineering Physics,3,E1+TE1,RAMESH BABU P
BPHY101L,Engineering Physics,3,E2+TE2,RAMESH BABU P
BPHY101L,Engineering Physics,3,B2+TB2,ANUSHA P T
BPHY101L,Engineering Physics,3,C1+TC1,RAVI SHANKER BABU
BPHY101L,Engineering Physics,3,C2+TC2,RAVI SHANKER BABU
BPHY101L,Engineering Physics,3,C1+TC1,DHRITIMAN GUPTA
BPHY101L,Engineering Physics,3,C2+TC2,DHRITIMAN GUPTA
BPHY101L,Engineering Physics,3,C1+TC1,TARUN
BPHY101P,Engineering Physics Lab,1,L31+L32,RAVI SHANKER BABU
BPHY101P,Engineering Physics Lab,1,L1+L2,RAVI SHANKER BABU
BPHY101P,Engineering Physics Lab,1,L33+L34,DHRITIMAN GUPTA
BPHY101P,Engineering Physics Lab,1,L3+L4,DHRITIMAN GUPTA
BPHY101P,Engineering Physics Lab,1,L35+L36,TARUN
BPHY101P,Engineering Physics Lab,1,L37+L38,SRIDHAR S
BPHY101P,Engineering Physics Lab,1,L7+L8,SRIDHAR S
BPHY101P,Engineering Physics Lab,1,L51+L52,SHOBANA M K
BPHY101P,Engineering Physics Lab,1,L15+L16,SHOBANA M K
BPHY101P,Engineering Physics Lab,1,L55+L56,EZHIL VIZHI R
BPHY101P,Engineering Physics Lab,1,L21+L22,SUBRAMANIAM C.K
BPHY101P,Engineering Physics Lab,1,L57+L58,RUBAN KUMAR A
BPHY101P,Engineering Physics Lab,1,L39+L40,USHA RANI M
BPHY101P,Engineering Physics Lab,1,L9+L10,USHA RANI M
BPHY101P,Engineering Physics Lab,1,L53+L54,USHA RANI M
BPHY101P,Engineering Physics Lab,1,L47+L48,ANUSHA P T
BPHY101P,Engineering Physics Lab,1,L11+L12,ANUSHA P T
BPHY101P,Engineering Physics Lab,1,L23+L24,ANUSHA P T
BPHY101P,Engineering Physics Lab,1,L39+L40,SANDEEP CHAKRABORTY
BPHY101P,Engineering Physics Lab,1,L9+L10,SANDEEP CHAKRABORTY
BPHY101P,Engineering Physics Lab,1,L53+L54,SANDEEP CHAKRABORTY
BPHY101P,Engineering Physics Lab,1,L47+L48,SURESH KUMAR VANDRANGI
BPHY101P,Engineering Physics Lab,1,L11+L12,SURESH KUMAR VANDRANGI
BPHY101P,Engineering Physics Lab,1,L23+L24,SURESH KUMAR VANDRANGI
BPHY101P,Engineering Physics Lab,1,L39+L40,JAGADEESH SURE
BPHY101P,Engineering Physics Lab,1,L9+L10,JAGADEESH SURE
BPHY101P,Engineering Physics Lab,1,L53+L54,JAGADEESH SURE
BPHY101P,Engineering Physics Lab,1,L47+L48,ABHISHEK KUMAR SINGH
BPHY101P,Engineering Physics Lab,1,L11+L12,ABHISHEK KUMAR SINGH
BPHY101P,Engineering Physics Lab,1,L23+L24,ABHISHEK KUMAR SINGH
BPHY101P,Engineering Physics Lab,1,L37+L38,MALATHI M
BPHY101P,Engineering Physics Lab,1,L3+L4,MALATHI M
BPHY101P,Engineering Physics Lab,1,L33+L34,SATHYA SWAROOP N.R
BPHY101P,Engineering Physics Lab,1,L7+L8,SATHYA SWAROOP N.R
BPHY101P,Engineering Physics Lab,1,L37+L38,ANURADHA C
BPHY101P,Engineering Physics Lab,1,L7+L8,ANURADHA C
BPHY101P,Engineering Physics Lab,1,L51+L52,KURAGANTI VASU
BPHY101P,Engineering Physics Lab,1,L21+L22,KURAGANTI VASU
BPHY101P,Engineering Physics Lab,1,L31+L32,JOSEPH NATHANAEL A
BPHY101P,Engineering Physics Lab,1,L27+L28,DHANOJ GUPTA
BPHY101P,Engineering Physics Lab,1,L45+L46,DHANOJ GUPTA
BPHY101P,Engineering Physics Lab,1,L15+L16,DHANOJ GUPTA
BPHY101P,Engineering Physics Lab,1,L43+L44,UMA MAHENDRA KUMAR K
BPHY101P,Engineering Physics Lab,1,L13+L14,UMA MAHENDRA KUMAR K
BPHY101P,Engineering Physics Lab,1,L55+L56,SAMIR RANJAN MEHER
BPHY101P,Engineering Physics Lab,1,L25+L26,SAMIR RANJAN MEHER
BPHY101P,Engineering Physics Lab,1,L57+L58,MURALI R
BPHY101P,Engineering Physics Lab,1,L27+L28,MURALI R
BPHY101P,Engineering Physics Lab,1,L59+L60,KRISHNA CHANDAR N
BPHY101P,Engineering Physics Lab,1,L29+L30,KRISHNA CHANDAR N
BPHY101P,Engineering Physics Lab,1,L59+L60,BALAKRISHNAN S
BPHY101P,Engineering Physics Lab,1,L29+L30,SENTHUR PANDI R
BPHY101P,Engineering Physics Lab,1,L31+L32,KALAINATHAN S
BPHY101P,Engineering Physics Lab,1,L25+L26,KALAINATHAN S
BPHY101P,Engineering Physics Lab,1,L45+L46,KRISHNAMOORTHI C
BPHY101P,Engineering Physics Lab,1,L15+L16,KRISHNAMOORTHI C
BPHY101P,Engineering Physics Lab,1,L35+L36,RAJAN BABU D
BPHY101P,Engineering Physics Lab,1,L5+L6,RAJAN BABU D
BPHY101P,Engineering Physics Lab,1,L41+L42,MADHURI W
BPHY101P,Engineering Physics Lab,1,L1+L2,MADHURI W
BPHY101P,Engineering Physics Lab,1,L35+L36,ANKUR RASTOGI
BPHY101P,Engineering Physics Lab,1,L5+L6,ANKUR RASTOGI
BPHY101P,Engineering Physics Lab,1,L41+L42,VIJAYA CHAMUNDEESWARI S P
BPHY101P,Engineering Physics Lab,1,L1+L2,VIJAYA CHAMUNDEESWARI S P
BPHY101P,Engineering Physics Lab,1,L33+L34,RAMESH BABU P
BPHY101P,Engineering Physics Lab,1,L3+L4,RAMESH BABU P
BECE101L,Basic Electronics,2,E1,SURESH KUMAR T R
BECE101L,Basic Electronics,2,E2,ABHIJIT BHOWMICK
BECE101L,Basic Electronics,2,E1,GAUTAM NARAYAN
BECE101L,Basic Electronics,2,E2,ABRAHAM SAMPSON S
BECE101L,Basic Electronics,2,E1,LAVANYA N
BECE101L,Basic Electronics,2,E2,MANISH KUMAR
BECE101L,Basic Electronics,2,E1,S. SUNDAR
BECE101L,Basic Electronics,2,E2,SANGEETHA S
BECE101L,Basic Electronics,2,E1,AVINASH CHANDRA
BECE101L,Basic Electronics,2,E2,NAMITHA A S
BECE101L,Basic Electronics,2,E1,HARIHARAN I
BECE101L,Basic Electronics,2,E2,SHWETA B THOMAS
BECE101L,Basic Electronics,2,E1,RAJAN KUMAR PANDEY
BECE101L,Basic Electronics,2,E2,SUDHAKAR M S
BECE101L,Basic Electronics,2,E1,SANJAY R
BECE101L,Basic Electronics,2,E2,REVATHI S
BECE101L,Basic Electronics,2,E1,RAJKISHOR KUMAR
BECE101L,Basic Electronics,2,E2,BUDHADITYA BHATTACHARYYA
BECE101L,Basic Electronics,2,E1,NANDAKUMAR S
BECE101L,Basic Electronics,2,E2,SATHYA P
BECE101L,Basic Electronics,2,G1,HEMPRASAD YASHWANT PATIL
BECE101L,Basic Electronics,2,G2,PREETHA K.S
BECE101L,Basic Electronics,2,G1,SATHYANARAYANAN P
BECE101L,Basic Electronics,2,G2,VIDHYAPATHI C.M
BECE101L,Basic Electronics,2,G1,ANITHA  R
BECE101L,Basic Electronics,2,G2,SRINIVASA RAO INABATHINI
BECE101L,Basic Electronics,2,G1,AARTHI G
BECE101L,Basic Electronics,2,G2,ANITHA  R
BECE101L,Basic Electronics,2,G1,ASHISH P
BECE101L,Basic Electronics,2,G2,ABDUL MAJEED K K
BECE101L,Basic Electronics,2,G1,AARTHY M
BECE101L,Basic Electronics,2,G2,DEEPIKA RANI SONA
BECE101L,Basic Electronics,2,G1,KALAPRAVEEN BAGADI
BECE101L,Basic Electronics,2,G2,CHRISTINA JOSEPHINE MALATHI A
BECE101L,Basic Electronics,2,G1,YOGESH KUMAR CHOUKIKER
BECE101L,Basic Electronics,2,G2,KALAIVANI S
BECE101L,Basic Electronics,2,G1,MYTHILI A
BECE101L,Basic Electronics,2,G2,USHA RANI S
BECE101L,Basic Electronics,2,G1,NITHISH  KUMAR V
BECE101L,Basic Electronics,2,G2,DEBASHIS MAJI
BECE101L,Basic Electronics,2,B1,RAVI KUMAR C V
BECE101L,Basic Electronics,2,D2,SANGEETHA N
BECE101L,Basic Electronics,2,B1,ILAVARASAN T
BECE101L,Basic Electronics,2,D2,ILAVARASAN T
BECE101L,Basic Electronics,2,B1,ARUNACHALAM V
BECE101L,Basic Electronics,2,D2,POONGUNDRAN SELVAPRABHU
BECE101L,Basic Electronics,2,B1,VELMURUGAN T
BECE101L,Basic Electronics,2,D2,VIJAY KUMAR
BECE101L,Basic Electronics,2,B1,SAKTHIVEL R
BECE101L,Basic Electronics,2,D2,RAJESHKUMAR V
BECE101L,Basic Electronics,2,B1,VINOTH BABU K
BECE101L,Basic Electronics,2,D2,SHANKAR T
BECE101L,Basic Electronics,2,B1,NOOR MOHAMMED V
BECE101L,Basic Electronics,2,D2,KAVITHA K.V.N.
BECE101L,Basic Electronics,2,B1,SIVACOUMAR R
BECE101L,Basic Electronics,2,D2,MALAYA KUMAR HOTA
BECE101L,Basic Electronics,2,B1,CHRISTOPHER CLEMENT J
BECE101L,Basic Electronics,2,G1,DEBASHISH DASH
BECE101L,Basic Electronics,2,G2,SATHYANARAYANAN P
BECE101L,Basic Electronics,2,G1,SANJAY  KUMAR SINGH
BECE101L,Basic Electronics,2,A1,JEEVA J.B
BECE101L,Basic Electronics,2,A2,ARUNKUMAR CHANDRASEKHAR
BECE101L,Basic Electronics,2,A1,RAJEEV PANKAJ NELAPATI
BECE101L,Basic Electronics,2,A2,SUMATHI G
BECE101L,Basic Electronics,2,D1,RAVI S
BECE101L,Basic Electronics,2,D1,ARUN DEV DHAR DWIVEDI
BECE101L,Basic Electronics,2,D2,DHANABAL R
BECE101L,Basic Electronics,2,D1,BHASKAR MOHAN MURARI
BECE101L,Basic Electronics,2,D2,RAJALAKSHMI S
BECE101P,Basic Electronics Lab,1,L37+L38,RAVI S
BECE101P,Basic Electronics Lab,1,L57+L58,RAVI S
BECE101P,Basic Electronics Lab,1,L19+L20,RAJALAKSHMI S
BECE101P,Basic Electronics Lab,1,L11+L12,RAJALAKSHMI S
BECE101P,Basic Electronics Lab,1,L39+L40,ARUN DEV DHAR DWIVEDI
BECE101P,Basic Electronics Lab,1,L43+L44,ARUN DEV DHAR DWIVEDI
BECE101P,Basic Electronics Lab,1,L1+L2,DHANABAL R
BECE101P,Basic Electronics Lab,1,L25+L26,DHANABAL R
BECE101P,Basic Electronics Lab,1,L31+L32,BHASKAR MOHAN MURARI
BECE101P,Basic Electronics Lab,1,L55+L56,BHASKAR MOHAN MURARI
BECE101P,Basic Electronics Lab,1,L39+L40,JEEVA J.B
BECE101P,Basic Electronics Lab,1,L57+L58,JEEVA J.B
BECE101P,Basic Electronics Lab,1,L5+L6,ARUNKUMAR CHANDRASEKHAR
BECE101P,Basic Electronics Lab,1,L15+L16,ARUNKUMAR CHANDRASEKHAR
BECE101P,Basic Electronics Lab,1,L41+L42,RAJEEV PANKAJ NELAPATI
BECE101P,Basic Electronics Lab,1,L57+L58,RAJEEV PANKAJ NELAPATI
BECE101P,Basic Electronics Lab,1,L11+L12,SUMATHI G
BECE101P,Basic Electronics Lab,1,L27+L28,SUMATHI G
BECE101P,Basic Electronics Lab,1,L45+L46,DEBASHISH DASH
BECE101P,Basic Electronics Lab,1,L31+L32,DEBASHISH DASH
BECE101P,Basic Electronics Lab,1,L11+L12,SATHYANARAYANAN P
BECE101P,Basic Electronics Lab,1,L29+L30,SATHYANARAYANAN P
BECE101P,Basic Electronics Lab,1,L43+L44,SANJAY  KUMAR SINGH
BECE101P,Basic Electronics Lab,1,L55+L56,SANJAY  KUMAR SINGH
BECE101P,Basic Electronics Lab,1,L47+L48,SURESH KUMAR T R
BECE101P,Basic Electronics Lab,1,L55+L56,SURESH KUMAR T R
BECE101P,Basic Electronics Lab,1,L5+L6,ABHIJIT BHOWMICK
BECE101P,Basic Electronics Lab,1,L13+L14,ABHIJIT BHOWMICK
BECE101P,Basic Electronics Lab,1,L43+L44,GAUTAM NARAYAN
BECE101P,Basic Electronics Lab,1,L59+L60,GAUTAM NARAYAN
BECE101P,Basic Electronics Lab,1,L5+L6,ABRAHAM SAMPSON S
BECE101P,Basic Electronics Lab,1,L19+L20,ABRAHAM SAMPSON S
BECE101P,Basic Electronics Lab,1,L31+L32,LAVANYA N
BECE101P,Basic Electronics Lab,1,L47+L48,LAVANYA N
BECE101P,Basic Electronics Lab,1,L11+L12,MANISH KUMAR
BECE101P,Basic Electronics Lab,1,L25+L26,MANISH KUMAR
BECE101P,Basic Electronics Lab,1,L45+L46,S. SUNDAR
BECE101P,Basic Electronics Lab,1,L31+L32,S. SUNDAR
BECE101P,Basic Electronics Lab,1,L3+L4,SANGEETHA S
BECE101P,Basic Electronics Lab,1,L23+L24,SANGEETHA S
BECE101P,Basic Electronics Lab,1,L47+L48,AVINASH CHANDRA
BECE101P,Basic Electronics Lab,1,L53+L54,AVINASH CHANDRA
BECE101P,Basic Electronics Lab,1,L7+L8,NAMITHA A S
BECE101P,Basic Electronics Lab,1,L21+L22,NAMITHA A S
BECE101P,Basic Electronics Lab,1,L45+L46,HARIHARAN I
BECE101P,Basic Electronics Lab,1,L53+L54,HARIHARAN I
BECE101P,Basic Electronics Lab,1,L15+L16,SHWETA B THOMAS
BECE101P,Basic Electronics Lab,1,L27+L28,SHWETA B THOMAS
BECE101P,Basic Electronics Lab,1,L45+L46,RAJAN KUMAR PANDEY
BECE101P,Basic Electronics Lab,1,L53+L54,RAJAN KUMAR PANDEY
BECE101P,Basic Electronics Lab,1,L21+L22,SUDHAKAR M S
BECE101P,Basic Electronics Lab,1,L5+L6,SUDHAKAR M S
BECE101P,Basic Electronics Lab,1,L41+L42,SANJAY R
BECE101P,Basic Electronics Lab,1,L59+L60,SANJAY R
BECE101P,Basic Electronics Lab,1,L21+L22,REVATHI S
BECE101P,Basic Electronics Lab,1,L9+L10,REVATHI S
BECE101P,Basic Electronics Lab,1,L39+L40,RAJKISHOR KUMAR
BECE101P,Basic Electronics Lab,1,L53+L54,RAJKISHOR KUMAR
BECE101P,Basic Electronics Lab,1,L5+L6,BUDHADITYA BHATTACHARYYA
BECE101P,Basic Electronics Lab,1,L15+L16,BUDHADITYA BHATTACHARYYA
BECE101P,Basic Electronics Lab,1,L35+L36,NANDAKUMAR S
BECE101P,Basic Electronics Lab,1,L45+L46,NANDAKUMAR S
BECE101P,Basic Electronics Lab,1,L23+L24,SATHYA P
BECE101P,Basic Electronics Lab,1,L25+L26,SATHYA P
BECE101P,Basic Electronics Lab,1,L41+L42,HEMPRASAD YASHWANT PATIL
BECE101P,Basic Electronics Lab,1,L49+L50,HEMPRASAD YASHWANT PATIL
BECE101P,Basic Electronics Lab,1,L1+L2,ABDUL MAJEED K K
BECE101P,Basic Electronics Lab,1,L13+L14,ABDUL MAJEED K K
BECE101P,Basic Electronics Lab,1,L33+L34,SATHYANARAYANAN P
BECE101P,Basic Electronics Lab,1,L59+L60,SATHYANARAYANAN P
BECE101P,Basic Electronics Lab,1,L7+L8,VIDHYAPATHI C.M
BECE101P,Basic Electronics Lab,1,L13+L14,VIDHYAPATHI C.M
BECE101P,Basic Electronics Lab,1,L33+L34,ANITHA  R
BECE101P,Basic Electronics Lab,1,L45+L46,ANITHA  R
BECE101P,Basic Electronics Lab,1,L13+L14,SRINIVASA RAO INABATHINI
BECE101P,Basic Electronics Lab,1,L29+L30,SRINIVASA RAO INABATHINI
BECE101P,Basic Electronics Lab,1,L39+L40,AARTHI G
BECE101P,Basic Electronics Lab,1,L59+L60,AARTHI G
BECE101P,Basic Electronics Lab,1,L3+L4,DEBASHIS MAJI
BECE101P,Basic Electronics Lab,1,L19+L20,DEBASHIS MAJI
BECE101P,Basic Electronics Lab,1,L11+L12,ANITHA  R
BECE101P,Basic Electronics Lab,1,L23+L24,ANITHA  R
BECE101P,Basic Electronics Lab,1,L33+L34,ASHISH P
BECE101P,Basic Electronics Lab,1,L37+L38,ASHISH P
BECE101P,Basic Electronics Lab,1,L1+L2,PREETHA K.S
BECE101P,Basic Electronics Lab,1,L27+L28,PREETHA K.S
BECE101P,Basic Electronics Lab,1,L33+L34,AARTHY M
BECE101P,Basic Electronics Lab,1,L41+L42,AARTHY M
BECE101P,Basic Electronics Lab,1,L3+L4,DEEPIKA RANI SONA
BECE101P,Basic Electronics Lab,1,L29+L30,DEEPIKA RANI SONA
BECE101P,Basic Electronics Lab,1,L35+L36,KALAPRAVEEN BAGADI
BECE101P,Basic Electronics Lab,1,L51+L52,KALAPRAVEEN BAGADI
BECE101P,Basic Electronics Lab,1,L15+L16,CHRISTINA JOSEPHINE MALATHI A
BECE101P,Basic Electronics Lab,1,L25+L26,CHRISTINA JOSEPHINE MALATHI A
BECE101P,Basic Electronics Lab,1,L47+L48,YOGESH KUMAR CHOUKIKER
BECE101P,Basic Electronics Lab,1,L49+L50,YOGESH KUMAR CHOUKIKER
BECE101P,Basic Electronics Lab,1,L1+L2,KALAIVANI S
BECE101P,Basic Electronics Lab,1,L11+L12,KALAIVANI S
BECE101P,Basic Electronics Lab,1,L39+L40,MYTHILI A
BECE101P,Basic Electronics Lab,1,L55+L56,MYTHILI A
BECE101P,Basic Electronics Lab,1,L47+L48,NITHISH  KUMAR V
BECE101P,Basic Electronics Lab,1,L57+L58,NITHISH  KUMAR V
BECE101P,Basic Electronics Lab,1,L5+L6,USHA RANI S
BECE101P,Basic Electronics Lab,1,L21+L22,USHA RANI S
BECE101P,Basic Electronics Lab,1,L37+L38,RAVI KUMAR C V
BECE101P,Basic Electronics Lab,1,L55+L56,RAVI KUMAR C V
BECE101P,Basic Electronics Lab,1,L3+L4,SANGEETHA N
BECE101P,Basic Electronics Lab,1,L19+L20,SANGEETHA N
BECE101P,Basic Electronics Lab,1,L3+L4,ILAVARASAN T
BECE101P,Basic Electronics Lab,1,L9+L10,ILAVARASAN T
BECE101P,Basic Electronics Lab,1,L37+L38,ARUNACHALAM V
BECE101P,Basic Electronics Lab,1,L49+L50,ARUNACHALAM V
BECE101P,Basic Electronics Lab,1,L7+L8,POONGUNDRAN SELVAPRABHU
BECE101P,Basic Electronics Lab,1,L29+L30,POONGUNDRAN SELVAPRABHU
BECE101P,Basic Electronics Lab,1,L13+L14,VIJAY KUMAR
BECE101P,Basic Electronics Lab,1,L27+L28,VIJAY KUMAR
